Date;Workout Name;Exercise Name;Set Order;Weight;Weight Unit;Reps;Distance;Distance Unit;Seconds;Notes;Workout Notes
2018-05-13 12:39:49;"Midday Workout";"Dumbell Side Bends";1;60;lbs;10;;;0;"";
2018-05-13 12:39:49;"Midday Workout";"Dumbell Side Bends";2;45;lbs;20;;;0;;
2018-05-13 12:39:49;"Midday Workout";"Dumbell Side Bends";3;45;lbs;20;;;0;;
2018-05-13 12:39:49;"Midday Workout";"Dumbell Side Bends";4;45;lbs;20;;;0;;
2018-05-13 12:39:49;"Midday Workout";"Plank";1;;;;;;60;"";
2018-05-13 12:39:49;"Midday Workout";"Russian Twist";1;;;50;;;0;"";
2018-05-13 11:32:57;"Morning Workout";"Bent Over Row";1;155;lbs;10;;;0;"";""
2018-05-13 11:32:57;"Morning Workout";"Bent Over Row";2;155;lbs;12;;;0;;
2018-05-13 11:32:57;"Morning Workout";"Bent Over Row";3;155;lbs;10;;;0;;
2018-05-13 11:32:57;"Morning Workout";"Bent Over Row";4;105;lbs;15;;;0;;
2018-05-13 11:32:57;"Morning Workout";"Bent Over Row";5;115;lbs;15;;;0;;
2018-05-13 11:32:57;"Morning Workout";"Upright Barbell Row";1;115;lbs;6;;;0;"";
2018-05-13 11:32:57;"Morning Workout";"Upright Barbell Row";2;115;lbs;12;;;0;;
2018-05-13 11:32:57;"Morning Workout";"Upright Barbell Row";3;135;lbs;10;;;0;;
2018-05-13 11:32:57;"Morning Workout";"Upright Barbell Row";4;125;lbs;12;;;0;;
2018-05-13 11:32:57;"Morning Workout";"Shrug";1;170;lbs;10;;;0;"";
2018-05-13 11:32:57;"Morning Workout";"Shrug";2;170;lbs;10;;;0;;
2018-05-13 11:32:57;"Morning Workout";"Shrug";3;170;lbs;10;;;0;;
2018-05-13 11:32:57;"Morning Workout";"Lat Pulldown";1;115;lbs;8;;;0;"";
2018-05-13 11:32:57;"Morning Workout";"Seated Row";1;150;lbs;15;;;0;"";
2018-05-13 11:32:57;"Morning Workout";"Seated Row";2;180;lbs;15;;;0;;
2018-05-13 11:32:57;"Morning Workout";"Seated Row";3;200;lbs;15;;;0;;
2018-05-13 11:32:57;"Morning Workout";"Seated Row";4;200;lbs;15;;;0;;
2018-05-13 11:32:57;"Morning Workout";"Bicep Curl (Machine)";1;80;lbs;10;;;0;"";
2018-05-13 11:32:57;"Morning Workout";"Bicep Curl (Machine)";2;90;lbs;10;;;0;;
2018-05-13 11:32:57;"Morning Workout";"Bicep Curl (Machine)";3;90;lbs;10;;;0;;
2018-05-13 11:32:57;"Morning Workout";"Bicep Curl (Cable) ";1;40;lbs;10;;;0;"";
2018-05-13 11:32:57;"Morning Workout";"Bicep Curl (Cable) ";2;50;lbs;8;;;0;;
2018-05-13 11:32:57;"Morning Workout";"Bicep Curl (Cable) ";3;50;lbs;8;;;0;;
2018-05-13 11:32:57;"Morning Workout";"Squat";1;105;lbs;15;;;0;"";
2018-05-13 11:32:57;"Morning Workout";"Squat";2;155;lbs;15;;;0;;
2018-05-13 11:32:57;"Morning Workout";"Squat";3;155;lbs;15;;;0;;
2018-05-13 11:32:57;"Morning Workout";"Standing Calf Raise";1;155;lbs;25;;;0;"";
2018-05-13 11:32:57;"Morning Workout";"Standing Calf Raise";2;195;lbs;25;;;0;;
2018-05-13 11:32:57;"Morning Workout";"Standing Calf Raise";3;245;lbs;20;;;0;;
2018-05-11 11:05:46;"Legs";"Squat";1;105;lbs;12;;;0;"";""
2018-05-11 11:05:46;"Legs";"Squat";2;195;lbs;12;;;0;;
2018-05-11 11:05:46;"Legs";"Squat";3;195;lbs;12;;;0;;
2018-05-11 11:05:46;"Legs";"Squat";4;205;lbs;12;;;0;;
2018-05-11 11:05:46;"Legs";"Squat";5;145;lbs;15;;;0;;
2018-05-11 11:05:46;"Legs";"Standing Calf Raise";1;195;lbs;20;;;0;"";
2018-05-11 11:05:46;"Legs";"Standing Calf Raise";2;245;lbs;20;;;0;;
2018-05-11 11:05:46;"Legs";"Standing Calf Raise";3;255;lbs;20;;;0;;
2018-05-11 11:05:46;"Legs";"Standing Calf Raise";4;255;lbs;20;;;0;;
2018-05-11 11:05:46;"Legs";"Leg Curl";1;130;lbs;12;;;0;"";
2018-05-11 11:05:46;"Legs";"Leg Curl";2;130;lbs;12;;;0;;
2018-05-11 11:05:46;"Legs";"Leg Curl";3;140;lbs;12;;;0;;
2018-05-11 11:05:46;"Legs";"Leg Extension";1;120;lbs;12;;;0;"";
2018-05-11 11:05:46;"Legs";"Leg Extension";2;120;lbs;12;;;0;;
2018-05-11 11:05:46;"Legs";"Leg Extension";3;130;lbs;12;;;0;;
2018-05-11 11:05:46;"Legs";"Reverse Fly";1;40;lbs;12;;;0;"";
2018-05-11 11:05:46;"Legs";"Reverse Fly";2;40;lbs;12;;;0;;
2018-05-11 11:05:46;"Legs";"Reverse Fly";3;40;lbs;10;;;0;;
2018-05-11 11:05:46;"Legs";"Lateral Raise";1;30;lbs;12;;;0;"";
2018-05-11 11:05:46;"Legs";"Lateral Raise";2;35;lbs;10;;;0;;
2018-05-11 11:05:46;"Legs";"Lateral Raise";3;35;lbs;10;;;0;;
2018-05-11 11:05:46;"Legs";"Front Raise";1;25;lbs;10;;;0;"";
2018-05-11 11:05:46;"Legs";"Front Raise";2;25;lbs;10;;;0;;
2018-05-11 11:05:46;"Legs";"TRX Curl";1;0;lbs;20;;;0;"";
2018-05-11 11:05:46;"Legs";"TRX Curl";2;0;lbs;15;;;0;;
2018-05-10 11:04:30;"Chest & Abs";"Bench Press (Dumbbell)";1;45;lbs;12;;;0;"";""
2018-05-10 11:04:30;"Chest & Abs";"Bench Press (Dumbbell)";2;50;lbs;10;;;0;;
2018-05-10 11:04:30;"Chest & Abs";"Bench Press (Dumbbell)";3;50;lbs;10;;;0;;
2018-05-10 11:04:30;"Chest & Abs";"Skullcrushers";1;40;lbs;10;;;0;"";
2018-05-10 11:04:30;"Chest & Abs";"Skullcrushers";2;45;lbs;10;;;0;;
2018-05-10 11:04:30;"Chest & Abs";"Skullcrushers";3;45;lbs;10;;;0;;
2018-05-10 11:04:30;"Chest & Abs";"Front Chest Raise";1;35;lbs;6;;;0;"";
2018-05-10 11:04:30;"Chest & Abs";"Front Chest Raise";2;25;lbs;10;;;0;;
2018-05-10 11:04:30;"Chest & Abs";"Front Chest Raise";3;30;lbs;10;;;0;;
2018-05-10 11:04:30;"Chest & Abs";"Front Chest Raise";4;35;lbs;8;;;0;;
2018-05-10 11:04:30;"Chest & Abs";"Bent Over Cable Fly";1;80;lbs;10;;;0;"";
2018-05-10 11:04:30;"Chest & Abs";"Bent Over Cable Fly";2;80;lbs;10;;;0;;
2018-05-10 11:04:30;"Chest & Abs";"Bent Over Cable Fly";3;80;lbs;10;;;0;;
2018-05-10 11:04:30;"Chest & Abs";"Tricep Dip";1;0;lbs;12;;;0;"";
2018-05-10 11:04:30;"Chest & Abs";"Tricep Dip";2;0;lbs;12;;;0;;
2018-05-10 11:04:30;"Chest & Abs";"Tricep Dip";3;0;lbs;12;;;0;;
2018-05-10 11:04:30;"Chest & Abs";"Tricep Pull-down";1;130;lbs;12;;;0;"";
2018-05-10 11:04:30;"Chest & Abs";"Tricep Pull-down";2;130;lbs;12;;;0;;
2018-05-10 11:04:30;"Chest & Abs";"Tricep Pull-down";3;140;lbs;10;;;0;;
2018-05-10 11:04:30;"Chest & Abs";"Sit Up";1;0;lbs;15;;;0;"";
2018-05-10 11:04:30;"Chest & Abs";"Sit Up";2;12;lbs;15;;;0;;
2018-05-10 11:04:30;"Chest & Abs";"Sit Up";3;15;lbs;15;;;0;;
2018-05-10 11:04:30;"Chest & Abs";"Reverse Crunch";1;0;lbs;15;;;0;"";
2018-05-10 11:04:30;"Chest & Abs";"Reverse Crunch";2;0;lbs;15;;;0;;
2018-05-10 11:04:30;"Chest & Abs";"Reverse Crunch";3;0;lbs;15;;;0;;
2018-05-10 11:04:30;"Chest & Abs";"Bicycle Crunch";1;0;lbs;50;;;0;"";
2018-05-10 11:04:30;"Chest & Abs";"Bicycle Crunch";2;0;lbs;50;;;0;;
2018-05-10 11:04:30;"Chest & Abs";"Bicycle Crunch";3;0;lbs;40;;;0;;
2018-05-10 11:04:30;"Chest & Abs";"Plank";1;;;;;;60;"";
2018-05-10 11:04:30;"Chest & Abs";"Extended Arm Plank";1;;;;;;45;"";
2018-05-10 11:04:30;"Chest & Abs";"Dumbell Side Bends";1;50;lbs;20;;;0;"";
2018-05-10 11:04:30;"Chest & Abs";"Dumbell Side Bends";2;55;lbs;15;;;0;;
2018-05-10 11:04:30;"Chest & Abs";"Dumbell Side Bends";3;60;lbs;15;;;0;;
2018-05-10 11:04:30;"Chest & Abs";"Kettlebell Swing";1;25;lbs;15;;;0;"";
2018-05-10 11:04:30;"Chest & Abs";"Kettlebell Swing";2;25;lbs;15;;;0;;
2018-05-10 11:04:30;"Chest & Abs";"Kettlebell Swing";3;25;lbs;12;;;0;;
2018-05-09 11:28:54;"Back And Shoulders";"Bent Over Row";1;125;lbs;12;;;0;"";""
2018-05-09 11:28:54;"Back And Shoulders";"Bent Over Row";2;135;lbs;12;;;0;;
2018-05-09 11:28:54;"Back And Shoulders";"Bent Over Row";3;145;lbs;8;;;0;;
2018-05-09 11:28:54;"Back And Shoulders";"Bent Over Row";4;145;lbs;8;;;0;;
2018-05-09 11:28:54;"Back And Shoulders";"Lat Pulldown";1;115;lbs;10;;;0;"";
2018-05-09 11:28:54;"Back And Shoulders";"Lat Pulldown";2;115;lbs;10;;;0;;
2018-05-09 11:28:54;"Back And Shoulders";"Lat Pulldown";3;115;lbs;10;;;0;;
2018-05-09 11:28:54;"Back And Shoulders";"Bent Over Row (Dumbbell)";1;55;lbs;10;;;0;"";
2018-05-09 11:28:54;"Back And Shoulders";"Bent Over Row (Dumbbell)";2;55;lbs;10;;;0;;
2018-05-09 11:28:54;"Back And Shoulders";"Bent Over Row (Dumbbell)";3;60;lbs;6;;;0;;
2018-05-09 11:28:54;"Back And Shoulders";"Front Raise";1;25;lbs;10;;;0;"";
2018-05-09 11:28:54;"Back And Shoulders";"Front Raise";2;25;lbs;10;;;0;;
2018-05-09 11:28:54;"Back And Shoulders";"Front Raise";3;25;lbs;10;;;0;;
2018-05-09 11:28:54;"Back And Shoulders";"Reverse Fly";1;40;lbs;12;;;0;"";
2018-05-09 11:28:54;"Back And Shoulders";"Reverse Fly";2;40;lbs;10;;;0;;
2018-05-09 11:28:54;"Back And Shoulders";"Reverse Fly";3;40;lbs;10;;;0;;
2018-05-09 11:28:54;"Back And Shoulders";"Lateral Raise";1;30;lbs;12;;;0;"";
2018-05-09 11:28:54;"Back And Shoulders";"Lateral Raise";2;30;lbs;12;;;0;;
2018-05-09 11:28:54;"Back And Shoulders";"Lateral Raise";3;30;lbs;12;;;0;;
2018-05-09 11:28:54;"Back And Shoulders";"Bicep Curl (Machine)";1;70;lbs;10;;;0;"";
2018-05-09 11:28:54;"Back And Shoulders";"Bicep Curl (Machine)";2;80;lbs;10;;;0;;
2018-05-09 11:28:54;"Back And Shoulders";"Bicep Curl (Machine)";3;80;lbs;10;;;0;;
2018-05-09 11:28:54;"Back And Shoulders";"TRX Curl";1;0;lbs;15;;;0;"";
2018-05-09 11:28:54;"Back And Shoulders";"TRX Curl";2;0;lbs;12;;;0;;
2018-05-09 11:28:54;"Back And Shoulders";"TRX Curl";3;0;lbs;12;;;0;;
2018-05-08 12:21:15;"Legs";"Squat";1;105;lbs;10;;;0;"";""
2018-05-08 12:21:15;"Legs";"Squat";2;195;lbs;10;;;0;;
2018-05-08 12:21:15;"Legs";"Squat";3;195;lbs;12;;;0;;
2018-05-08 12:21:15;"Legs";"Squat";4;205;lbs;12;;;0;;
2018-05-08 12:21:15;"Legs";"Squat";5;195;lbs;12;;;0;;
2018-05-08 12:21:15;"Legs";"Standing Calf Raise";1;195;lbs;20;;;0;"";
2018-05-08 12:21:15;"Legs";"Standing Calf Raise";2;215;lbs;20;;;0;;
2018-05-08 12:21:15;"Legs";"Standing Calf Raise";3;245;lbs;20;;;0;;
2018-05-08 12:21:15;"Legs";"Standing Calf Raise";4;245;lbs;15;;;0;;
2018-05-08 12:21:15;"Legs";"Leg Curl";1;120;lbs;12;;;0;"";
2018-05-08 12:21:15;"Legs";"Leg Curl";2;130;lbs;10;;;0;;
2018-05-08 12:21:15;"Legs";"Leg Curl";3;130;lbs;12;;;0;;
2018-05-08 12:21:15;"Legs";"Leg Extension";1;110;lbs;10;;;0;"";
2018-05-08 12:21:15;"Legs";"Leg Extension";2;120;lbs;10;;;0;;
2018-05-08 12:21:15;"Legs";"Leg Extension";3;120;lbs;10;;;0;;
2018-05-08 12:21:15;"Legs";"Leg Press";1;100;lbs;12;;;0;"";
2018-05-08 12:21:15;"Legs";"Leg Press";2;115;lbs;10;;;0;;
2018-05-08 12:21:15;"Legs";"Plank";1;;;;;;120;"";
2018-05-08 12:21:15;"Legs";"Extended Arm Plank";1;;;;;;60;"";
2018-05-07 13:05:01;"Chest & Abs";"Bench Press (Dumbbell)";1;40;lbs;10;;;0;"";""
2018-05-07 13:05:01;"Chest & Abs";"Bench Press (Dumbbell)";2;45;lbs;10;;;0;;
2018-05-07 13:05:01;"Chest & Abs";"Bench Press (Dumbbell)";3;45;lbs;10;;;0;;
2018-05-07 13:05:01;"Chest & Abs";"Bench Press (Dumbbell)";4;50;lbs;8;;;0;;
2018-05-07 13:05:01;"Chest & Abs";"Skullcrushers";1;40;lbs;10;;;0;"";
2018-05-07 13:05:01;"Chest & Abs";"Skullcrushers";2;40;lbs;10;;;0;;
2018-05-07 13:05:01;"Chest & Abs";"Skullcrushers";3;40;lbs;10;;;0;;
2018-05-07 13:05:01;"Chest & Abs";"Front Chest Raise";1;30;lbs;10;;;0;"";
2018-05-07 13:05:01;"Chest & Abs";"Front Chest Raise";2;35;lbs;6;;;0;;
2018-05-07 13:05:01;"Chest & Abs";"Front Chest Raise";3;30;lbs;10;;;0;;
2018-05-07 13:05:01;"Chest & Abs";"Front Chest Raise";4;30;lbs;10;;;0;;
2018-05-07 13:05:01;"Chest & Abs";"Bent Over Cable Fly";1;70;lbs;12;;;0;"";
2018-05-07 13:05:01;"Chest & Abs";"Bent Over Cable Fly";2;70;lbs;12;;;0;;
2018-05-07 13:05:01;"Chest & Abs";"Bent Over Cable Fly";3;80;lbs;10;;;0;;
2018-05-07 13:05:01;"Chest & Abs";"Tricep Dip";1;0;lbs;12;;;0;"";
2018-05-07 13:05:01;"Chest & Abs";"Tricep Dip";2;0;lbs;12;;;0;;
2018-05-07 13:05:01;"Chest & Abs";"Tricep Dip";3;0;lbs;12;;;0;;
2018-05-07 13:05:01;"Chest & Abs";"Tricep Pull-down";1;110;lbs;12;;;0;"";
2018-05-07 13:05:01;"Chest & Abs";"Tricep Pull-down";2;120;lbs;12;;;0;;
2018-05-07 13:05:01;"Chest & Abs";"Tricep Pull-down";3;130;lbs;10;;;0;;
2018-05-07 13:05:01;"Chest & Abs";"Sit Up";1;0;lbs;15;;;0;"";
2018-05-07 13:05:01;"Chest & Abs";"Sit Up";2;10;lbs;15;;;0;;
2018-05-07 13:05:01;"Chest & Abs";"Sit Up";3;12;lbs;15;;;0;;
2018-05-07 13:05:01;"Chest & Abs";"Reverse Crunch";1;0;lbs;15;;;0;"";
2018-05-07 13:05:01;"Chest & Abs";"Reverse Crunch";2;0;lbs;15;;;0;;
2018-05-07 13:05:01;"Chest & Abs";"Reverse Crunch";3;0;lbs;15;;;0;;
2018-05-07 13:05:01;"Chest & Abs";"Bicycle Crunch";1;0;lbs;40;;;0;"";
2018-05-07 13:05:01;"Chest & Abs";"Bicycle Crunch";2;0;lbs;40;;;0;;
2018-05-07 13:05:01;"Chest & Abs";"Bicycle Crunch";3;0;lbs;40;;;0;;
2018-05-07 13:05:01;"Chest & Abs";"Plank";1;;;;;;60;"";
2018-05-07 13:05:01;"Chest & Abs";"Extended Arm Plank";1;;;;;;105;"";
2018-05-07 13:05:01;"Chest & Abs";"Dumbell Side Bends";1;45;lbs;20;;;0;"";
2018-05-07 13:05:01;"Chest & Abs";"Dumbell Side Bends";2;45;lbs;20;;;0;;
2018-05-07 13:05:01;"Chest & Abs";"Dumbell Side Bends";3;50;lbs;15;;;0;;
2018-05-07 13:05:01;"Chest & Abs";"Kettlebell Swing";1;25;lbs;12;;;0;"";
2018-05-07 13:05:01;"Chest & Abs";"Kettlebell Swing";2;25;lbs;12;;;0;;
2018-05-07 13:05:01;"Chest & Abs";"Kettlebell Swing";3;25;lbs;12;;;0;;
2018-05-04 10:31:50;"Morning Workout";"Squat";1;105;lbs;10;;;0;"";""
2018-05-04 10:31:50;"Morning Workout";"Squat";2;155;lbs;10;;;0;;
2018-05-04 10:31:50;"Morning Workout";"Squat";3;155;lbs;10;;;0;;
2018-05-04 10:31:50;"Morning Workout";"Squat";4;175;lbs;10;;;0;;
2018-05-04 10:31:50;"Morning Workout";"Squat";5;195;lbs;10;;;0;;
2018-05-04 10:31:50;"Morning Workout";"Standing Calf Raise";1;105;lbs;20;;;0;"";
2018-05-04 10:31:50;"Morning Workout";"Standing Calf Raise";2;155;lbs;20;;;0;;
2018-05-04 10:31:50;"Morning Workout";"Standing Calf Raise";3;195;lbs;20;;;0;;
2018-05-04 10:31:50;"Morning Workout";"Standing Calf Raise";4;195;lbs;20;;;0;;
2018-05-04 10:31:50;"Morning Workout";"Bent Over Row";1;105;lbs;12;;;0;"";
2018-05-04 10:31:50;"Morning Workout";"Bent Over Row";2;155;lbs;6;;;0;;
2018-05-04 10:31:50;"Morning Workout";"Bent Over Row";3;125;lbs;12;;;0;;
2018-05-04 10:31:50;"Morning Workout";"Bent Over Row";4;135;lbs;10;;;0;;
2018-05-04 10:31:50;"Morning Workout";"Lat Pulldown";1;115;lbs;8;;;0;"";
2018-05-04 10:31:50;"Morning Workout";"Lat Pulldown";2;115;lbs;8;;;0;;
2018-05-04 10:31:50;"Morning Workout";"Lat Pulldown";3;115;lbs;8;;;0;;
2018-05-04 10:31:50;"Morning Workout";"Bent Over Row (Dumbbell)";1;55;lbs;10;;;0;"";
2018-05-04 10:31:50;"Morning Workout";"Bent Over Row (Dumbbell)";2;55;lbs;8;;;0;;
2018-05-04 10:31:50;"Morning Workout";"Bent Over Row (Dumbbell)";3;55;lbs;8;;;0;;
2018-05-04 10:31:50;"Morning Workout";"Leg Curl";1;100;lbs;12;;;0;"";
2018-05-04 10:31:50;"Morning Workout";"Leg Curl";2;120;lbs;10;;;0;;
2018-05-04 10:31:50;"Morning Workout";"Leg Curl";3;120;lbs;10;;;0;;
2018-05-04 10:31:50;"Morning Workout";"Leg Extension";1;100;lbs;10;;;0;"";
2018-05-04 10:31:50;"Morning Workout";"Leg Extension";2;100;lbs;10;;;0;;
2018-05-04 10:31:50;"Morning Workout";"Leg Extension";3;100;lbs;10;;;0;;
2018-05-04 10:31:50;"Morning Workout";"Reverse Fly";1;40;lbs;12;;;0;"";
2018-05-04 10:31:50;"Morning Workout";"Reverse Fly";2;40;lbs;10;;;0;;
2018-05-04 10:31:50;"Morning Workout";"Reverse Fly";3;40;lbs;10;;;0;;
2018-05-04 10:31:50;"Morning Workout";"Lateral Raise";1;25;lbs;10;;;0;"";
2018-05-04 10:31:50;"Morning Workout";"Lateral Raise";2;30;lbs;12;;;0;;
2018-05-04 10:31:50;"Morning Workout";"Lateral Raise";3;30;lbs;10;;;0;;
2018-05-04 10:31:50;"Morning Workout";"Front Raise";1;25;lbs;8;;;0;"";
2018-05-04 10:31:50;"Morning Workout";"Front Raise";2;25;lbs;8;;;0;;
2018-05-04 10:31:50;"Morning Workout";"Front Raise";3;25;lbs;8;;;0;;
2018-05-04 10:31:50;"Morning Workout";"Shrug";1;155;lbs;10;;;0;"";
2018-05-04 10:31:50;"Morning Workout";"Shrug";2;155;lbs;10;;;0;;
2018-05-04 10:31:50;"Morning Workout";"Shrug";3;155;lbs;10;;;0;;
2018-05-04 10:31:50;"Morning Workout";"Bicep Curl (Machine)";1;70;lbs;8;;;0;"";
2018-05-04 10:31:50;"Morning Workout";"Bicep Curl (Machine)";2;70;lbs;9;;;0;;
2018-05-04 10:31:50;"Morning Workout";"Bicep Curl (Machine)";3;70;lbs;9;;;0;;
2018-05-03 13:16:57;"Chest & Abs";"Bench Press (Dumbbell)";1;35;lbs;10;;;0;"";""
2018-05-03 13:16:57;"Chest & Abs";"Bench Press (Dumbbell)";2;40;lbs;10;;;0;;
2018-05-03 13:16:57;"Chest & Abs";"Bench Press (Dumbbell)";3;45;lbs;10;;;0;;
2018-05-03 13:16:57;"Chest & Abs";"Bench Press (Dumbbell)";4;50;lbs;6;;;0;;
2018-05-03 13:16:57;"Chest & Abs";"Skullcrushers";1;40;lbs;10;;;0;"";
2018-05-03 13:16:57;"Chest & Abs";"Skullcrushers";2;40;lbs;10;;;0;;
2018-05-03 13:16:57;"Chest & Abs";"Skullcrushers";3;40;lbs;10;;;0;;
2018-05-03 13:16:57;"Chest & Abs";"Front Chest Raise";1;30;lbs;10;;;0;"";
2018-05-03 13:16:57;"Chest & Abs";"Front Chest Raise";2;30;lbs;10;;;0;;
2018-05-03 13:16:57;"Chest & Abs";"Front Chest Raise";3;30;lbs;10;;;0;;
2018-05-03 13:16:57;"Chest & Abs";"Bent Over Cable Fly";1;60;lbs;12;;;0;"";
2018-05-03 13:16:57;"Chest & Abs";"Bent Over Cable Fly";2;70;lbs;10;;;0;;
2018-05-03 13:16:57;"Chest & Abs";"Bent Over Cable Fly";3;70;lbs;10;;;0;;
2018-05-03 13:16:57;"Chest & Abs";"Tricep Dip";1;0;lbs;10;;;0;"";
2018-05-03 13:16:57;"Chest & Abs";"Tricep Dip";2;0;lbs;10;;;0;;
2018-05-03 13:16:57;"Chest & Abs";"Tricep Dip";3;0;lbs;10;;;0;;
2018-05-03 13:16:57;"Chest & Abs";"Tricep Pull-down";1;90;lbs;12;;;0;"";
2018-05-03 13:16:57;"Chest & Abs";"Tricep Pull-down";2;110;lbs;10;;;0;;
2018-05-03 13:16:57;"Chest & Abs";"Tricep Pull-down";3;120;lbs;10;;;0;;
2018-05-03 13:16:57;"Chest & Abs";"Sit Up";1;0;lbs;15;;;0;"";
2018-05-03 13:16:57;"Chest & Abs";"Sit Up";2;6;lbs;15;;;0;;
2018-05-03 13:16:57;"Chest & Abs";"Sit Up";3;10;lbs;15;;;0;;
2018-05-03 13:16:57;"Chest & Abs";"Reverse Crunch";1;0;lbs;15;;;0;"";
2018-05-03 13:16:57;"Chest & Abs";"Reverse Crunch";2;0;lbs;15;;;0;;
2018-05-03 13:16:57;"Chest & Abs";"Reverse Crunch";3;0;lbs;15;;;0;;
2018-05-03 13:16:57;"Chest & Abs";"Bicycle Crunch";1;0;lbs;40;;;0;"";
2018-05-03 13:16:57;"Chest & Abs";"Bicycle Crunch";2;0;lbs;40;;;0;;
2018-05-03 13:16:57;"Chest & Abs";"Bicycle Crunch";3;0;lbs;40;;;0;;
2018-05-03 13:16:57;"Chest & Abs";"Plank";1;;;;;;60;"";
2018-05-03 13:16:57;"Chest & Abs";"Extended Arm Plank";1;;;;;;105;"";
2018-05-03 13:16:57;"Chest & Abs";"Dumbell Side Bends";1;40;lbs;15;;;0;"";
2018-05-03 13:16:57;"Chest & Abs";"Dumbell Side Bends";2;45;lbs;15;;;0;;
2018-05-03 13:16:57;"Chest & Abs";"Dumbell Side Bends";3;45;lbs;15;;;0;;
2018-05-03 13:16:57;"Chest & Abs";"Russian Twist";1;;;50;;;0;"";
2018-05-03 13:16:57;"Chest & Abs";"Russian Twist";2;;;40;;;0;;
2018-05-03 13:16:57;"Chest & Abs";"Russian Twist";3;;;40;;;0;;
2018-05-03 13:16:57;"Chest & Abs";"Kettlebell Swing";1;25;lbs;12;;;0;"";
2018-05-03 13:16:57;"Chest & Abs";"Kettlebell Swing";2;25;lbs;10;;;0;;
2018-05-01 12:00:35;"Back And Shoulders";"Bent Over Row";1;105;lbs;12;;;0;"";""
2018-05-01 12:00:35;"Back And Shoulders";"Bent Over Row";2;125;lbs;8;;;0;;
2018-05-01 12:00:35;"Back And Shoulders";"Bent Over Row";3;125;lbs;8;;;0;;
2018-05-01 12:00:35;"Back And Shoulders";"Lat Pulldown";1;115;lbs;10;;;0;"";
2018-05-01 12:00:35;"Back And Shoulders";"Lat Pulldown";2;115;lbs;8;;;0;;
2018-05-01 12:00:35;"Back And Shoulders";"Lat Pulldown";3;115;lbs;8;;;0;;
2018-05-01 12:00:35;"Back And Shoulders";"Bicep Curl";1;65;lbs;10;;;0;"";
2018-05-01 12:00:35;"Back And Shoulders";"Bicep Curl";2;65;lbs;10;;;0;;
2018-05-01 12:00:35;"Back And Shoulders";"Bicep Curl";3;65;lbs;10;;;0;;
2018-05-01 12:00:35;"Back And Shoulders";"Bent Over Row (Dumbbell)";1;50;lbs;10;;;0;"";
2018-05-01 12:00:35;"Back And Shoulders";"Bent Over Row (Dumbbell)";2;55;lbs;8;;;0;;
2018-05-01 12:00:35;"Back And Shoulders";"Bent Over Row (Dumbbell)";3;60;lbs;8;;;0;;
2018-05-01 12:00:35;"Back And Shoulders";"Front Raise";1;25;lbs;8;;;0;"";
2018-05-01 12:00:35;"Back And Shoulders";"Front Raise";2;25;lbs;8;;;0;;
2018-05-01 12:00:35;"Back And Shoulders";"Front Raise";3;25;lbs;8;;;0;;
2018-05-01 12:00:35;"Back And Shoulders";"Reverse Fly";1;35;lbs;10;;;0;"";
2018-05-01 12:00:35;"Back And Shoulders";"Reverse Fly";2;40;lbs;8;;;0;;
2018-05-01 12:00:35;"Back And Shoulders";"Reverse Fly";3;40;lbs;8;;;0;;
2018-05-01 12:00:35;"Back And Shoulders";"Lateral Raise";1;25;lbs;10;;;0;"";
2018-05-01 12:00:35;"Back And Shoulders";"Lateral Raise";2;30;lbs;8;;;0;;
2018-05-01 12:00:35;"Back And Shoulders";"Lateral Raise";3;30;lbs;6;;;0;;
